1854.651822	1720.893610	1581.931236	1508.008920	1391.935119	1198.460944	1172.162989	1084.304199	1053.863103	971.299440	875.941345	900.611180	875.033016	799.203893	774.733732	763.064755
121.085061	115.473580	115.905083	121.859018	108.779004	103.853358	94.957338	86.012435	91.127428	81.017462	78.599667	78.678249	63.563366	72.312077	63.489943	72.589655
72.567369	66.453313	74.832260	77.239327	70.159728	71.045916	67.443801	53.903667	55.463334	57.010550	48.859256	43.287000	42.281630	44.604988	44.490485	42.902291
59.116634	50.295558	58.054644	54.838300	59.136268	46.411661	48.360069	39.180587	43.304650	37.104447	39.858403	33.441247	32.843963	31.743919	36.151042	33.375923
50.256588	41.568744	43.766146	43.071930	44.285314	36.256356	38.840800	29.671275	37.976106	31.548255	30.597143	31.621385	27.436412	26.792131	33.492975	29.672738
42.029934	45.726033	40.235993	33.937795	40.067137	39.649536	34.706678	31.070835	34.641988	29.151709	28.145482	26.883264	25.459580	24.629247	24.682259	27.671458
39.856531	36.774033	34.419375	33.223280	33.804018	43.779098	29.170893	28.582144	26.157083	25.222358	27.338644	27.609686	23.890931	23.229926	21.619301	25.266711
35.617149	32.162748	38.500882	35.128169	33.677643	33.101756	29.489731	24.586413	24.816946	22.495493	24.892853	26.798163	24.025015	24.286846	24.548131	21.783007
36.483375	31.371441	31.938356	37.329598	33.453505	28.344506	26.076344	27.412414	26.919552	25.690028	25.519901	19.690958	18.654096	18.400921	16.627757	19.865223
30.593945	30.338578	32.367630	33.823589	29.249575	27.607615	25.055970	24.739968	21.727614	20.406014	22.849250	22.594434	17.796086	18.147116	20.605219	20.939285
31.540540	29.508814	28.929493	28.559821	33.752062	32.817199	25.768352	23.125588	25.458709	20.685699	23.205162	18.658939	16.511727	20.585615	21.030401	17.527562
30.029988	27.003423	27.675453	31.930119	25.529826	27.814154	22.545784	23.386679	22.954752	21.142549	24.102939	21.252470	20.262984	20.884138	15.884650	22.123904
30.881377	31.638625	29.748160	31.856929	26.714563	29.987343	26.732561	25.584494	25.327346	24.151547	23.966266	22.885058	20.793066	18.613754	20.704346	22.544258
34.143075	28.303117	34.108571	31.888693	31.060117	26.231068	30.117684	28.289337	25.141791	26.097029	22.509830	23.789685	24.803945	22.250502	24.188722	26.554649
39.158512	36.516310	31.031894	36.701328	41.323390	30.729021	38.645567	26.154478	29.821865	33.168508	33.463715	29.484644	26.155823	26.423971	30.907017	31.356746
42.685456	40.527167	40.119134	44.378719	42.396669	42.783649	40.432711	31.746048	37.416301	35.636260	36.679352	37.498685	36.916273	35.650284	39.596132	36.887133
52.376231	55.368056	52.855384	48.379202	50.907774	47.980660	47.915516	44.028508	40.846664	44.563044	44.953694	49.821698	51.160119	46.128955	53.421068	51.990107
57.481034	53.719465	57.956104	59.546725	62.301237	52.927202	48.337624	54.885989	54.705171	55.247371	51.283312	55.763360	58.025652	67.829183	66.452191	67.736328
61.832475	70.822383	67.663406	78.200897	69.304797	58.019493	60.497031	57.613019	63.036209	63.014792	59.053538	67.457123	87.619049	72.897116	82.503160	75.886849
71.894062	70.505568	70.603254	79.207853	76.431394	67.345502	70.365930	60.381321	72.851107	75.462831	66.621673	74.307019	86.285352	80.268781	79.872187	86.216490
79.679925	75.015694	72.014918	78.394683	77.710763	66.054931	71.725192	64.452731	63.264101	71.315637	68.864136	68.975646	79.968198	92.218210	93.416678	91.689631
72.706545	65.461813	77.766562	70.720502	74.748667	74.656684	78.796378	66.009708	70.410336	77.085218	76.664058	82.371062	82.373413	90.967110	98.698130	95.754110
74.580649	71.996942	71.793399	81.740042	77.963798	70.661743	66.982043	71.001936	80.738044	71.415947	78.612445	79.847307	90.187247	90.329807	99.404997	100.044783
70.306469	67.875096	77.210786	81.476993	78.619024	73.559407	71.215895	66.910985	73.706033	72.712663	75.312247	79.727641	94.742176	96.159519	107.237733	104.737528
75.597832	75.616927	75.302128	84.319112	73.855683	78.836620	68.218073	67.806847	75.103113	74.408975	84.600155	84.111133	94.381079	95.075204	97.117691	105.854750
76.197815	78.128679	75.971148	78.474846	77.572849	78.811177	77.342830	67.054341	74.272526	70.036270	80.639452	81.420509	87.842516	96.608965	118.838555	107.042498
74.846032	73.234162	80.815671	76.838703	82.941934	75.408372	62.352946	71.918288	75.868860	72.140331	79.693503	84.180847	92.977299	101.380616	106.995384	112.021020
86.046142	72.598904	72.301761	84.054970	78.412578	75.764842	75.595870	73.544099	76.911778	72.895958	73.505537	78.983578	90.187489	100.924583	109.556793	121.987083
77.919922	85.269446	80.532982	82.457095	79.692588	75.034630	78.069885	73.476661	77.351538	67.520390	73.744831	80.523460	81.272773	104.949057	115.642019	118.022907
83.290037	85.833235	80.807274	77.202939	80.435889	84.004206	75.527925	69.987260	78.655169	78.080414	80.535628	80.843424	87.732750	92.457600	115.700954	126.252851
96.458630	94.685837	87.644565	93.083394	91.285780	87.426572	85.830463	74.941544	77.603089	78.185028	82.756056	80.572150	93.594325	104.487692	104.909278	123.592681
90.770084	90.537770	92.261873	89.372617	89.247313	93.511424	84.371447	82.687521	89.646520	80.567230	79.208237	87.717368	90.934505	95.297891	105.414303	119.286096
99.560111	87.005251	93.633420	104.319145	87.808574	97.510223	84.447890	81.030716	83.918809	88.210446	86.365307	84.972947	99.135737	103.385687	108.372636	122.002258
101.651164	112.552314	97.656759	108.330586	107.379577	91.227956	93.753652	84.306777	88.613203	88.784189	88.878119	95.121344	97.289070	101.668073	127.163863	121.153887
112.849727	105.371014	113.678588	101.237348	101.786350	100.938646	92.016872	96.750681	98.546002	96.199879	100.522864	94.352262	100.575747	103.075047	115.102360	124.250518
127.191036	123.875430	101.461553	114.224044	113.398243	105.505126	108.989000	102.327224	102.321729	107.307196	106.347323	115.202699	105.308392	108.959479	121.647763	129.370810
132.457977	134.953300	117.021676	118.792514	117.609223	122.869449	114.405457	104.649544	105.582865	114.097949	112.198011	117.566356	119.487742	122.222767	124.245563	128.885260
146.085822	141.048806	131.192858	116.215473	118.361218	120.926369	123.805072	113.925040	123.973638	121.792061	119.281582	118.461770	116.933436	134.220299	124.975553	125.053535
167.499963	147.900851	147.617311	151.992285	143.450324	120.511668	128.501506	125.003603	133.262218	128.632053	126.067275	133.937502	127.007561	140.819155	137.769279	141.384187
175.473160	153.857089	164.384456	149.218043	164.014267	148.903722	133.222496	149.535379	142.613694	141.907976	145.571929	135.297780	157.455769	140.537099	145.264738	152.018334
189.991543	179.195341	169.985257	176.961162	164.362626	170.117575	159.373185	151.439452	159.558093	153.391182	156.304725	144.910223	147.178098	160.597884	154.837570	152.616410
198.450434	177.725406	176.285143	181.360546	181.142386	172.575169	181.970117	154.305597	155.036291	155.254337	162.642585	163.680886	172.521312	162.811344	172.224651	167.513602
227.166398	197.633087	205.685695	202.498357	206.419778	208.873826	184.355346	195.588142	189.207484	184.209126	200.101880	178.309579	178.201467	176.947100	176.597820	187.807009
222.830942	228.414363	216.981939	224.332843	214.983797	196.403660	220.030459	200.351741	192.253190	198.164992	194.433027	201.446311	196.557539	190.220433	211.414503	197.260579
261.354375	256.589111	244.808896	241.696872	246.080537	233.139510	216.703484	214.257635	203.172117	232.196351	199.547649	194.963742	217.833333	219.042471	213.544980	212.313668
263.543157	278.852280	274.842413	269.273653	267.871996	255.456214	250.396060	238.816026	256.372883	236.860474	246.109647	233.801547	223.734172	235.673008	235.211581	221.243306
314.139442	314.555782	286.461705	282.331800	275.074862	256.857729	268.467587	258.680594	260.136858	266.663979	263.311926	255.952331	241.814605	256.304891	256.680229	242.578275
345.743642	347.378040	314.186647	316.340835	305.963233	284.611626	305.830114	282.840388	283.027142	287.406983	281.029177	280.343083	289.238947	269.313877	270.629307	270.956126
375.145716	368.009541	339.307356	354.264069	340.855350	326.594900	316.582798	300.662424	321.672426	308.075029	312.285894	314.198424	303.608384	318.857470	293.952143	284.838086
