99382.036829	99383.476179	99441.420918	99494.541703	99535.893040	99530.892148	99564.053542	99593.623260	99615.641742	99619.401545	99646.866566	99644.754543	99658.520020	99655.568713	99677.663681	99694.670352	99700.627520	99708.540322	99732.491362	99728.700766	99731.123549	99739.538814	99770.198399	99747.319050	99767.946361
99243.059199	99259.922955	99309.335204	99382.881968	99432.939059	99425.065627	99468.964119	99502.891217	99526.056400	99537.271917	99579.572664	99569.796494	99583.442691	99584.309638	99609.073004	99631.401414	99639.804962	99645.602303	99672.336137	99674.207683	99677.401249	99687.969613	99727.803513	99706.111894	99725.883033
99192.432271	99212.065995	99261.081834	99341.238017	99391.316372	99381.858458	99433.628374	99471.366899	99492.912996	99507.494006	99550.963011	99540.925621	99548.595912	99557.619051	99584.147657	99608.070463	99614.373401	99625.674715	99650.761931	99651.560311	99657.573814	99669.055140	99707.726531	99687.829153	99710.673082
99157.635824	99177.081470	99229.469949	99309.405122	99363.285249	99348.277938	99405.494408	99445.059938	99473.539525	99485.549360	99529.568867	99520.953050	99524.820605	99539.385795	99566.142302	99592.179181	99597.276644	99612.881779	99634.514918	99636.845778	99644.735879	99655.987942	99696.127426	99677.550207	99699.775928
99130.940629	99148.467261	99201.927943	99281.472502	99338.332157	99322.348710	99381.156962	99424.551081	99455.824649	99467.709754	99513.009208	99502.869398	99507.753029	99524.034413	99551.847097	99579.038870	99583.140630	99601.568417	99621.052990	99625.050558	99633.621315	99646.773549	99685.133615	99667.736769	99693.076993
99107.808381	99125.045363	99181.166843	99258.225173	99317.532080	99300.955090	99361.050433	99404.715137	99438.474750	99451.783977	99497.320375	99488.372764	99495.106891	99513.012443	99536.044553	99567.071153	99573.145882	99587.196862	99608.462412	99614.591069	99625.408569	99636.955702	99676.081125	99659.161613	99686.286104
99086.460089	99104.312372	99161.508005	99237.126565	99299.923442	99281.914888	99341.732738	99388.969209	99422.086401	99435.346831	99483.791272	99474.205170	99481.566570	99502.987842	99525.671019	99554.209010	99562.856405	99574.357778	99598.799996	99605.687371	99615.592202	99627.834045	99668.244458	99651.040023	99678.499058
99063.852672	99084.199202	99141.825647	99217.204928	99284.976523	99262.355333	99324.365407	99374.406244	99407.013101	99421.097290	99474.027233	99458.292012	99467.156147	99493.928081	99514.366401	99543.149032	99552.665213	99564.564168	99590.426455	99597.877647	99607.164558	99620.732119	99658.476496	99641.859276	99670.974839
99045.537683	99065.658742	99122.787063	99197.183274	99266.851180	99245.647897	99312.287382	99360.213394	99395.774985	99407.212271	99462.488142	99446.906341	99456.752343	99482.667046	99504.221484	99531.118746	99542.209498	99554.444264	99581.221282	99591.888854	99599.158981	99611.665614	99650.323351	99633.929657	99663.290410
99026.281278	99049.100146	99104.044680	99180.886513	99250.931700	99231.786006	99301.259284	99341.862527	99383.018543	99394.153509	99449.069537	99434.050400	99445.458923	99469.631650	99494.203119	99520.796681	99533.438874	99546.432544	99573.082754	99582.880170	99591.965368	99601.560393	99641.843856	99628.660286	99655.440179
99006.431600	99032.347833	99087.102096	99164.602240	99234.703812	99218.633277	99287.286520	99327.881021	99365.900993	99380.278767	99432.936218	99421.082380	99433.450781	99457.392863	99484.549296	99511.339979	99524.000377	99537.451549	99564.955049	99573.673428	99583.233856	99593.338489	99634.011061	99623.707412	99648.191221
98986.509736	99013.807631	99071.369036	99151.397077	99219.381080	99201.782762	99272.685720	99312.514566	99349.551479	99367.090022	99417.802479	99410.711789	99420.033611	99443.312207	99475.129319	99500.280272	99512.939572	99529.092465	99556.398322	99564.457878	99573.922712	99586.268941	99627.693621	99617.574996	99640.346812
98969.364952	98996.597546	99056.360374	99137.052878	99204.335677	99183.124155	99255.824158	99298.347422	99334.644310	99355.157235	99404.678138	99399.300269	99405.795698	99431.368212	99462.828280	99488.701644	99504.938106	99517.888841	99545.166260	99554.340566	99567.410892	99577.269800	99618.354759	99609.596258	99633.679735
98946.362857	98974.866649	99036.999956	99118.166566	99185.905809	99165.635918	99239.337292	99282.291192	99320.283070	99341.549017	99390.202576	99385.273680	99388.901361	99418.145782	99450.658897	99474.649980	99491.514669	99507.498571	99534.143507	99543.843167	99558.822426	99567.565016	99608.767921	99600.712144	99624.937202
98920.287240	98953.211565	99015.094331	99095.885329	99165.042674	99146.337705	99218.053869	99263.731764	99301.720976	99320.481519	99373.475936	99366.215817	99370.503845	99402.888796	99434.814313	99462.843465	99475.471457	99492.203243	99523.238773	99533.687518	99543.859112	99555.096422	99600.040069	99589.159925	99614.229103
98889.542185	98924.918377	98986.535012	99070.272269	99139.590116	99120.508082	99193.889822	99238.007548	99278.920821	99293.764789	99351.755276	99342.455251	99348.758719	99382.182593	99412.507080	99444.536533	99454.258844	99476.815864	99507.610940	99522.020175	99528.385588	99543.836250	99590.384385	99576.388870	99604.012096
98846.615715	98889.114947	98951.902181	99040.641914	99108.282725	99089.712755	99159.918143	99203.520113	99245.131167	99260.896045	99322.550652	99312.195290	99318.522524	99354.231996	99383.024410	99418.863877	99430.786188	99453.386103	99488.429436	99507.293649	99514.521412	99528.207357	99576.961051	99564.593992	99590.708570
98793.044370	98838.999666	98909.165260	99002.148401	99064.160222	99048.014036	99118.812366	99162.462593	99206.411012	99219.763454	99286.372452	99278.244845	99280.803541	99319.831510	99350.888207	99387.594308	99397.480745	99422.442159	99466.802113	99486.870383	99496.403832	99510.539168	99561.454351	99550.401485	99574.589274
98724.902663	98782.140646	98858.862142	98958.506940	99020.872542	98998.276792	99072.498605	99110.671073	99157.980222	99169.650291	99241.413185	99240.691228	99234.304352	99272.660386	99309.923202	99352.275818	99360.689336	99388.544662	99434.404676	99464.249468	99471.466186	99491.224462	99544.645949	99533.966065	99556.701189
98646.027903	98715.718331	98794.479825	98907.521919	98969.248587	98949.375912	99021.097001	99059.536740	99103.634312	99119.774524	99192.601323	99192.804607	99181.547171	99227.530663	99261.874349	99311.302735	99321.797552	99348.810010	99403.158378	99435.737823	99442.689026	99469.479494	99521.219636	99514.009778	99535.649046
98555.369517	98636.442803	98725.788089	98849.892303	98913.773491	98899.253732	98964.562043	99011.290122	99050.924499	99066.434117	99140.340164	99142.132826	99128.646302	99183.048795	99213.805234	99270.581371	99282.944450	99311.539796	99374.960312	99405.050625	99414.390479	99443.857444	99500.656093	99489.450417	99513.308546
98462.076204	98553.376010	98654.216602	98786.671481	98854.686267	98844.469154	98913.514704	98955.078418	98996.468471	99009.361148	99086.643319	99087.690819	99075.640328	99136.342680	99165.635592	99226.818712	99244.039898	99275.617677	99343.320616	99375.682097	99382.938256	99416.525927	99475.171868	99461.057780	99491.248218
98362.097394	98466.713660	98580.258947	98719.663477	98793.294435	98781.323016	98861.349921	98898.596856	98939.147101	98955.483415	99036.063283	99030.511942	99021.747673	99090.104479	99118.053684	99184.397546	99207.896514	99243.131765	99311.992947	99347.516922	99352.988900	99390.421773	99452.367920	99434.306652	99468.179252
98256.243900	98377.256057	98502.967607	98652.366951	98723.570383	98717.090877	98805.876040	98838.076310	98885.011953	98902.079825	98981.129251	98974.079483	98968.959266	99041.105227	99073.926421	99141.930873	99168.440019	99207.368904	99277.773843	99316.183595	99326.189065	99361.226947	99427.296502	99407.144614	99444.972021
98152.907498	98279.242904	98422.440233	98575.692967	98648.168622	98646.088227	98749.843411	98778.254562	98827.057837	98843.569294	98931.558257	98922.029254	98918.397535	98993.054001	99027.474600	99102.657618	99129.720784	99168.245102	99244.049601	99286.832568	99298.421790	99336.245628	99403.010582	99380.858768	99417.786771
98039.738108	98174.353303	98332.394412	98494.240793	98563.311907	98572.205889	98684.424805	98714.725435	98771.254256	98781.198247	98878.676700	98872.850833	98865.287263	98943.923109	98979.004321	99061.229969	99086.783768	99127.218725	99206.964855	99254.929033	99269.474653	99307.555387	99379.036564	99357.815436	99393.488623
